"ensembl_gene_id" "entrezgene_id"
"3323" "ENSDARG00000005343" 447831
"3324" "ENSDARG00000019774" 386659
"3325" "ENSDARG00000076856" 555681
"3326" "ENSDARG00000076981" 557409
"3327" "ENSDARG00000060288" 563548
"3328" "ENSDARG00000101474" 394090
"3329" "ENSDARG00000116868" 101886417
"3330" "ENSDARG00000097299" 100535467
"3331" "ENSDARG00000057575" 415192
"3332" "ENSDARG00000114589" 797651
"3333" "ENSDARG00000056723" 100006131
"3334" "ENSDARG00000089769" 493635
"3335" "ENSDARG00000089142" 541480
"3336" "ENSDARG00000058839" 569485
"3337" "ENSDARG00000094839" NA
"3338" "ENSDARG00000030094" 550381
"3339" "ENSDARG00000112742" NA
"3340" "ENSDARG00000095675" 553274
"3341" "ENSDARG00000077419" 560512
"3342" "ENSDARG00000076312" 100329862
"3343" "ENSDARG00000104231" 101882119
"3344" "ENSDARG00000035873" 100001423
"3345" "ENSDARG00000037038" 321585
"3346" "ENSDARG00000031496" 100332265
"3347" "ENSDARG00000022098" 571624
"3348" "ENSDARG00000062446" 560768
"3349" "ENSDARG00000055313" 570849
"3350" "ENSDARG00000068474" 100141353
"3351" "ENSDARG00000090472" 100147863
"3352" "ENSDARG00000099626" NA
"3353" "ENSDARG00000103184" 560295
"3354" "ENSDARG00000042418" 567794
"3355" "ENSDARG00000035330" 555452
"3356" "ENSDARG00000097308" NA
"3357" "ENSDARG00000040730" 368478
"3358" "ENSDARG00000045877" 393313
"3359" "ENSDARG00000006624" 327263
"3360" "ENSDARG00000071589" 100034432
"3361" "ENSDARG00000023117" 326887
"3362" "ENSDARG00000005134" 322265
"3363" "ENSDARG00000099204" NA
"3364" "ENSDARG00000098406" NA
"3365" "ENSDARG00000092467" NA
"3366" "ENSDARG00000008186" 405769
"3367" "ENSDARG00000092459" 571862
"3368" "ENSDARG00000074565" 555828
"3369" "ENSDARG00000037427" 566141
"3370" "ENSDARG00000057159" 553798
"3371" "ENSDARG00000052121" 30658
"3372" "ENSDARG00000100115" 100317899
"3373" "ENSDARG00000017844" 57970
"3374" "ENSDARG00000015734" 493784
"3375" "ENSDARG00000077026" NA
"3376" "ENSDARG00000095442" NA
"3377" "ENSDARG00000089139" 566217
"3378" "ENSDARG00000071086" 100005567
"3379" "ENSDARG00000099104" 192301
"3380" "ENSDARG00000038742" 100141334
"3381" "ENSDARG00000006683" 558288
"3382" "ENSDARG00000077811" 30602
"3383" "ENSDARG00000040161" 436879
"3384" "ENSDARG00000101234" 569891
"3385" "ENSDARG00000078650" 559036
"3386" "ENSDARG00000052656" 100331104
"3387" "ENSDARG00000019549" 100002015
"3388" "ENSDARG00000076962" 560645
"3389" "ENSDARG00000077329" 556158
"3390" "ENSDARG00000041083" 558452
"3391" "ENSDARG00000044400" 553797
"3392" "ENSDARG00000042033" 568419
"3393" "ENSDARG00000046010" 100536129
"3394" "ENSDARG00000023396" 494180
"3395" "ENSDARG00000005002" 334316
"3396" "ENSDARG00000097904" 108190093
"3397" "ENSDARG00000019976" 553513
"3398" "ENSDARG00000003027" 321696
"3399" "ENSDARG00000015563" NA
"3400" "ENSDARG00000078109" 565736
"3401" "ENSDARG00000095643" 100007836
"3402" "ENSDARG00000001939" 192334
"3403" "ENSDARG00000060112" 568207
"3404" "ENSDARG00000042753" 567046
"3405" "ENSDARG00000101184" NA
"3406" "ENSDARG00000099958" NA
"3407" "ENSDARG00000078481" 559344
"3408" "ENSDARG00000094533" 567989
"3409" "ENSDARG00000097494" NA
"3410" "ENSDARG00000006120" 30253
"3411" "ENSDARG00000094232" NA
"3412" "ENSDARG00000087107" 100322372
"3413" "ENSDARG00000105344" 497373
"3414" "ENSDARG00000070341" 100001167
"3415" "ENSDARG00000027938" 393106
"3416" "ENSDARG00000010841" 402919
"3417" "ENSDARG00000088308" 569522
"3418" "ENSDARG00000096622" 110437794
"3419" "ENSDARG00000025789" 560622
"3420" "ENSDARG00000090656" 100537923
"3421" "ENSDARG00000095398" NA
"3422" "ENSDARG00000105104" NA
"3423" "ENSDARG00000044973" 100124615
"3424" "ENSDARG00000010516" 336568
"3425" "ENSDARG00000112714" NA
"3426" "ENSDARG00000037196" 100536827
"3427" "ENSDARG00000060197" 559574
"3428" "ENSDARG00000032369" 553533
"3429" "ENSDARG00000097878" NA
"3430" "ENSDARG00000104220" NA
"3431" "ENSDARG00000028731" 368519
"3432" "ENSDARG00000035984" 405399
"3433" "ENSDARG00000062008" 100151174
"3434" "ENSDARG00000020136" 544666
"3435" "ENSDARG00000069671" 552941
"3436" "ENSDARG00000094604" NA
"3437" "ENSDARG00000063419" 100037310
"3438" "ENSDARG00000097421" 568519
"3439" "ENSDARG00000014673" 58023
"3440" "ENSDARG00000044404" 325494
"3441" "ENSDARG00000092336" NA
"3442" "ENSDARG00000097167" NA
"3443" "ENSDARG00000094605" 445235
"3444" "ENSDARG00000069439" 555483
"3445" "ENSDARG00000102407" 386640
"3446" "ENSDARG00000021982" 101886051
"3447" "ENSDARG00000035771" 100151157
"3448" "ENSDARG00000053217" 554103
"3449" "ENSDARG00000093574" NA
"3450" "ENSDARG00000059763" 571422
"3451" "ENSDARG00000077205" 751712
"3452" "ENSDARG00000056934" 100005952
"3453" "ENSDARG00000076627" 562557
"3454" "ENSDARG00000103264" 101884562
"3455" "ENSDARG00000039173" 30443
"3456" "ENSDARG00000062063" 566547
"3457" "ENSDARG00000079751" 791154
"3458" "ENSDARG00000070141" 564095
"3459" "ENSDARG00000041435" 641289
"3460" "ENSDARG00000012593" 100334431
"3461" "ENSDARG00000097441" NA
"3462" "ENSDARG00000069945" 100149618
"3463" "ENSDARG00000028478" 569089
"3464" "ENSDARG00000094317" NA
"3465" "ENSDARG00000069485" 393498
"3466" "ENSDARG00000089503" NA
"3467" "ENSDARG00000029105" 562700
"3468" "ENSDARG00000009315" 556495
"3469" "ENSDARG00000058023" 108179090
"3470" "ENSDARG00000068366" 563659
"3471" "ENSDARG00000009020" 404209
"3472" "ENSDARG00000006283" 394034
"3473" "ENSDARG00000071653" NA
"3474" "ENSDARG00000068701" 793299
"3475" "ENSDARG00000069381" 100002476
"3476" "ENSDARG00000019949" 30449
"3477" "ENSDARG00000069944" 100329592
"3478" "ENSDARG00000010482" 336351
"3479" "ENSDARG00000091890" NA
"3480" "ENSDARG00000059163" 30735
"3481" "ENSDARG00000060889" 569046
"3482" "ENSDARG00000095308" 100318173
"3483" "ENSDARG00000078519" NA
"3484" "ENSDARG00000055431" 569077
"3485" "ENSDARG00000099233" NA
"3486" "ENSDARG00000035018" 336617
"3487" "ENSDARG00000010010" 553630
"3488" "ENSDARG00000093877" 100538028
"3489" "ENSDARG00000045371" 563151
"3490" "ENSDARG00000069026" 557026
"3491" "ENSDARG00000055534" 373871
"3492" "ENSDARG00000097837" NA
"3493" "ENSDARG00000044301" 325609
"3494" "ENSDARG00000103470" 393218
"3495" "ENSDARG00000109648" NA
"3496" "ENSDARG00000090171" NA
"3497" "ENSDARG00000077881" 566148
"3498" "ENSDARG00000092089" NA
"3499" "ENSDARG00000060477" 791134
"3500" "ENSDARG00000053027" 569162
"3501" "ENSDARG00000042827" 494091
"3502" "ENSDARG00000022841" 557258
"3503" "ENSDARG00000100687" NA
"3504" "ENSDARG00000104589" NA
"3505" "ENSDARG00000104903" 100004175
"3506" "ENSDARG00000076757" 100333537
"3507" "ENSDARG00000014463" 406475
"3508" "ENSDARG00000096304" 555877
"3509" "ENSDARG00000039429" 368220
"3510" "ENSDARG00000069189" NA
"3511" "ENSDARG00000035837" 767723
"3512" "ENSDARG00000079805" 563096
"3513" "ENSDARG00000026338" 447880
"3514" "ENSDARG00000074289" 327377
"3515" "ENSDARG00000102750" 114424
"3516" "ENSDARG00000058000" 100004437
"3517" "ENSDARG00000042031" 393356
"3518" "ENSDARG00000016742" 337556
"3519" "ENSDARG00000063190" 777720
"3520" "ENSDARG00000017229" 564571
"3521" "ENSDARG00000095809" NA
"3522" "ENSDARG00000041223" 100000855
"3523" "ENSDARG00000038900" 406283
"3524" "ENSDARG00000087254" NA
"3525" "ENSDARG00000077910" 100332358
"3526" "ENSDARG00000068456" 101885207
"3527" "ENSDARG00000030251" 553604
"3528" "ENSDARG00000056726" 569131
"3529" "ENSDARG00000099427" 407077
"3530" "ENSDARG00000094442" NA
"3531" "ENSDARG00000095720" NA
"3532" "ENSDARG00000105558" 793570
"3533" "ENSDARG00000105558" 100151764
"3534" "ENSDARG00000094030" NA
"3535" "ENSDARG00000095974" NA
"3536" "ENSDARG00000097832" NA
"3537" "ENSDARG00000086950" NA
"3538" "ENSDARG00000061713" 559992
"3539" "ENSDARG00000013346" 566775
"3540" "ENSDARG00000096993" NA
"3541" "ENSDARG00000097967" NA
"3542" "ENSDARG00000096269" NA
"3543" "ENSDARG00000092630" NA
"3544" "ENSDARG00000070344" 100150771
"3545" "ENSDARG00000103004" 571089
"3546" "ENSDARG00000103735" 406725
"3547" "ENSDARG00000094882" 100147856
"3548" "ENSDARG00000110658" 324116
"3549" "ENSDARG00000092033" NA
"3550" "ENSDARG00000100916" 402864
"3551" "ENSDARG00000100179" 100149758
"3552" "ENSDARG00000105705" 100151470
"3553" "ENSDARG00000100649" 403127
"3554" "ENSDARG00000070475" 406516
"3555" "ENSDARG00000025671" 565450
"3556" "ENSDARG00000076541" 572488
"3557" "ENSDARG00000104899" NA
"3558" "ENSDARG00000062465" 100147850
"3559" "ENSDARG00000069292" 402867
"3560" "ENSDARG00000057249" 553781
"3561" "ENSDARG00000079762" 100007836
"3562" "ENSDARG00000057504" 100003805
"3563" "ENSDARG00000094678" 571869
"3564" "ENSDARG00000103441" NA
"3565" "ENSDARG00000025131" 64276
"3566" "ENSDARG00000003167" 792689
"3567" "ENSDARG00000076294" 796269
"3568" "ENSDARG00000101475" NA
"3569" "ENSDARG00000093971" NA
"3570" "ENSDARG00000092916" 100333520
"3571" "ENSDARG00000041623" 100174951
"3572" "ENSDARG00000045145" 541382
"3573" "ENSDARG00000002002" 394045
"3574" "ENSDARG00000033361" 393423
"3575" "ENSDARG00000105771" NA
"3576" "ENSDARG00000098791" 101886483
"3577" "ENSDARG00000053744" 563259
"3578" "ENSDARG00000042826" 30190
"3579" "ENSDARG00000101206" 791449
"3580" "ENSDARG00000102997" 558718
"3581" "ENSDARG00000105755" NA
"3582" "ENSDARG00000015422" 558042
"3583" "ENSDARG00000071377" 393293
"3584" "ENSDARG00000071377" 100006793
"3585" "ENSDARG00000095918" 571286
"3586" "ENSDARG00000035028" 327566
"3587" "ENSDARG00000052138" 560802
"3588" "ENSDARG00000011909" 562585
"3589" "ENSDARG00000057481" 555415
"3590" "ENSDARG00000078245" 793584
"3591" "ENSDARG00000068149" 568867
"3592" "ENSDARG00000056647" 568556
"3593" "ENSDARG00000023546" 570401
"3594" "ENSDARG00000010978" 553298
"3595" "ENSDARG00000104593" 393484
"3596" "ENSDARG00000045541" 445205
"3597" "ENSDARG00000069497" 449807
"3598" "ENSDARG00000101018" 100004136
"3599" "ENSDARG00000089953" 100005030
"3600" "ENSDARG00000015890" 114467
"3601" "ENSDARG00000045542" 561019
"3602" "ENSDARG00000051989" 100001485
"3603" "ENSDARG00000011400" 353247
"3604" "ENSDARG00000041450" 492487
"3605" "ENSDARG00000060096" 562628
"3606" "ENSDARG00000001249" 368900
"3607" "ENSDARG00000103675" NA
"3608" "ENSDARG00000017658" 445097
"3609" "ENSDARG00000016774" 100334463
"3610" "ENSDARG00000045543" 436799
"3611" "ENSDARG00000018077" 791484
"3612" "ENSDARG00000086288" 393730
"3613" "ENSDARG00000089806" 100001785
"3614" "ENSDARG00000103689" NA
"3615" "ENSDARG00000036968" 100003661
"3616" "ENSDARG00000074036" 795191
"3617" "ENSDARG00000097418" NA
"3618" "ENSDARG00000055524" 503534
"3619" "ENSDARG00000095772" NA
"3620" "ENSDARG00000092472" NA
"3621" "ENSDARG00000045139" 564201
"3622" "ENSDARG00000105173" NA
"3623" "ENSDARG00000001897" 541519
"3624" "ENSDARG00000069498" 554046
"3625" "ENSDARG00000096060" NA
"3626" "ENSDARG00000057884" 574002
"3627" "ENSDARG00000099916" NA
"3628" "ENSDARG00000089967" 561841
"3629" "ENSDARG00000078018" 100334900
"3630" "ENSDARG00000068705" 100034546
"3631" "ENSDARG00000077295" 100002625
"3632" "ENSDARG00000095309" 100150009
"3633" "ENSDARG00000069328" 557553
"3634" "ENSDARG00000078333" 568275
"3635" "ENSDARG00000012820" 394196
"3636" "ENSDARG00000060021" 751625
"3637" "ENSDARG00000077584" 449809
"3638" "ENSDARG00000029695" 792824
"3639" "ENSDARG00000036076" 393863
"3640" "ENSDARG00000003169" 474349
"3641" "ENSDARG00000101322" 494477
"3642" "ENSDARG00000077011" 567346
"3643" "ENSDARG00000045680" 394062
"3644" "ENSDARG00000094473" NA
"3645" "ENSDARG00000076321" 100294690
"3646" "ENSDARG00000012745" 503760
"3647" "ENSDARG00000061454" 558326
"3648" "ENSDARG00000087978" NA
"3649" "ENSDARG00000026663" NA
"3650" "ENSDARG00000056247" 792755
"3651" "ENSDARG00000012435" 447882
"3652" "ENSDARG00000075825" 555583
"3653" "ENSDARG00000111173" NA
"3654" "ENSDARG00000067730" 102725535
"3655" "ENSDARG00000115670" NA
"3656" "ENSDARG00000044512" 407683
"3657" "ENSDARG00000038609" 114417
"3658" "ENSDARG00000090560" 100536858
"3659" "ENSDARG00000095995" NA
"3660" "ENSDARG00000042880" 100141493
"3661" "ENSDARG00000095603" 559717
"3662" "ENSDARG00000062601" 572134
"3663" "ENSDARG00000087438" 103910445
"3664" "ENSDARG00000040557" 751632
"3665" "ENSDARG00000045827" 561760
"3666" "ENSDARG00000103235" 564342
"3667" "ENSDARG00000007663" 393804
"3668" "ENSDARG00000096586" 100537823
"3669" "ENSDARG00000109911" NA
"3670" "ENSDARG00000075022" NA
"3671" "ENSDARG00000060917" 562517
"3672" "ENSDARG00000003383" 327200
"3673" "ENSDARG00000036678" 560222
"3674" "ENSDARG00000086305" NA
"3675" "ENSDARG00000075441" 567428
"3676" "ENSDARG00000097601" NA
"3677" "ENSDARG00000030058" 30070
"3678" "ENSDARG00000094593" NA
"3679" "ENSDARG00000077749" 100535699
"3680" "ENSDARG00000013500" 100006090
"3681" "ENSDARG00000101996" 393571
"3682" "ENSDARG00000045401" 492342
"3683" "ENSDARG00000042937" NA
"3684" "ENSDARG00000102788" 100334256
"3685" "ENSDARG00000062442" 101882335
"3686" "ENSDARG00000016886" 554091
"3687" "ENSDARG00000061143" 559710
"3688" "ENSDARG00000059308" 557646
"3689" "ENSDARG00000042027" 337089
"3690" "ENSDARG00000092806" 100538070
"3691" "ENSDARG00000001210" 751672
"3692" "ENSDARG00000008946" 792067
"3693" "ENSDARG00000007465" 553522
"3694" "ENSDARG00000104288" 557052
"3695" "ENSDARG00000025513" 569986
"3696" "ENSDARG00000105736" 100148395
"3697" "ENSDARG00000102008" 503712
"3698" "ENSDARG00000017953" 368221
"3699" "ENSDARG00000035966" 569575
"3700" "ENSDARG00000059227" 554095
"3701" "ENSDARG00000077229" 562782
"3702" "ENSDARG00000088492" 100334259
"3703" "ENSDARG00000076853" 101884611
"3704" "ENSDARG00000097517" NA
"3705" "ENSDARG00000102926" NA
"3706" "ENSDARG00000045560" 492356
"3707" "ENSDARG00000063187" 767778
"3708" "ENSDARG00000006003" 405873
"3709" "ENSDARG00000008979" 393811
"3710" "ENSDARG00000075731" 108179055
"3711" "ENSDARG00000035557" 326974
"3712" "ENSDARG00000058566" 334358
"3713" "ENSDARG00000097495" NA
"3714" "ENSDARG00000093126" 100006560
"3715" "ENSDARG00000006837" 252851
"3716" "ENSDARG00000013266" 492459
"3717" "ENSDARG00000098522" NA
"3718" "ENSDARG00000076526" 393950
"3719" "ENSDARG00000102694" NA
"3720" "ENSDARG00000101476" NA
"3721" "ENSDARG00000114139" NA
"3722" "ENSDARG00000100270" NA
"3723" "ENSDARG00000056245" 555791
"3724" "ENSDARG00000102371" NA
"3725" "ENSDARG00000076435" 568517
"3726" "ENSDARG00000021556" 405782
"3727" "ENSDARG00000007639" 394144
"3728" "ENSDARG00000103734" NA
"3729" "ENSDARG00000036893" 561287
"3730" "ENSDARG00000058943" 541520
"3731" "ENSDARG00000070740" NA
"3732" "ENSDARG00000102641" 101887034
"3733" "ENSDARG00000102641" 110437858
"3734" "ENSDARG00000044155" 100000492
"3735" "ENSDARG00000069922" 793666
"3736" "ENSDARG00000009886" 414843
"3737" "ENSDARG00000019660" 566888
"3738" "ENSDARG00000063613" NA
"3739" "ENSDARG00000105463" NA
"3740" "ENSDARG00000024744" 566832
"3741" "ENSDARG00000061960" 556864
"3742" "ENSDARG00000013750" 393668
"3743" "ENSDARG00000007682" 338304
"3744" "ENSDARG00000033647" 799716
"3745" "ENSDARG00000099989" 100003741
"3746" "ENSDARG00000039681" 492471
"3747" "ENSDARG00000011605" 337436
"3748" "ENSDARG00000055723" 560210
"3749" "ENSDARG00000045159" 561817
"3750" "ENSDARG00000034256" 550285
"3751" "ENSDARG00000089435" NA
"3752" "ENSDARG00000074242" 335449
"3753" "ENSDARG00000005626" 555552
"3754" "ENSDARG00000061459" 793952
"3755" "ENSDARG00000024844" 30467
"3756" "ENSDARG00000060027" 557585
"3757" "ENSDARG00000040021" 394069
"3758" "ENSDARG00000105461" 110437972
"3759" "ENSDARG00000099902" 100538314
"3760" "ENSDARG00000057394" 751718
"3761" "ENSDARG00000079385" 101884886
"3762" "ENSDARG00000092379" NA
"3763" "ENSDARG00000101067" NA
"3764" "ENSDARG00000043196" 100003397
"3765" "ENSDARG00000061736" 103909035
"3766" "ENSDARG00000106841" NA
"3767" "ENSDARG00000105681" 100149135
"3768" "ENSDARG00000097035" NA
"3769" "ENSDARG00000000229" 559473
"3770" "ENSDARG00000063250" 568830
"3771" "ENSDARG00000097499" NA
"3772" "ENSDARG00000101136" NA
"3773" "ENSDARG00000045864" 664708
"3774" "ENSDARG00000002722" 101886079
"3775" "ENSDARG00000105704" NA
"3776" "ENSDARG00000101593" 567932
"3777" "ENSDARG00000097795" 100003996
"3778" "ENSDARG00000101263" NA
"3779" "ENSDARG00000026068" 436755
"3780" "ENSDARG00000016598" 321892
"3781" "ENSDARG00000102176" 334017
"3782" "ENSDARG00000043635" 368857
"3783" "ENSDARG00000100360" NA
"3784" "ENSDARG00000038321" 100002541
"3785" "ENSDARG00000093645" NA
"3786" "ENSDARG00000077301" 553527
"3787" "ENSDARG00000058064" 100150195
"3788" "ENSDARG00000071087" 323737
"3789" "ENSDARG00000015907" 664747
"3790" "ENSDARG00000039684" 436878
"3791" "ENSDARG00000105603" NA
"3792" "ENSDARG00000026829" 336381
"3793" "ENSDARG00000009557" 334381
"3794" "ENSDARG00000035009" 334253
"3795" "ENSDARG00000006889" 550430
"3796" "ENSDARG00000058050" 569507
"3797" "ENSDARG00000116095" NA
"3798" "ENSDARG00000021572" 557043
"3799" "ENSDARG00000043497" 558306
"3800" "ENSDARG00000096588" 100536619
"3801" "ENSDARG00000006257" 393897
"3802" "ENSDARG00000097817" NA
"3803" "ENSDARG00000046006" 445191
"3804" "ENSDARG00000103323" NA
"3805" "ENSDARG00000097219" NA
"3806" "ENSDARG00000099026" 101885702
"3807" "ENSDARG00000002445" 323473
"3808" "ENSDARG00000009280" 321245
"3809" "ENSDARG00000022614" 100136871
"3810" "ENSDARG00000022813" 373074
"3811" "ENSDARG00000095565" NA
"3812" "ENSDARG00000054846" NA
"3813" "ENSDARG00000029482" 568982
"3814" "ENSDARG00000102059" 100151245
"3815" "ENSDARG00000093010" NA
"3816" "ENSDARG00000002710" 767714
"3817" "ENSDARG00000054847" 553500
"3818" "ENSDARG00000105501" NA
"3819" "ENSDARG00000097915" NA
"3820" "ENSDARG00000078476" 641418
"3821" "ENSDARG00000071084" 100151491
"3822" "ENSDARG00000045160" 100003670
"3823" "ENSDARG00000019332" 406306
"3824" "ENSDARG00000074756" 569468
"3825" "ENSDARG00000018165" 100003959
"3826" "ENSDARG00000006859" 393517
"3827" "ENSDARG00000105354" NA
"3828" "ENSDARG00000061603" 563408
"3829" "ENSDARG00000034313" 541536
"3830" "ENSDARG00000033901" 100002680
"3831" "ENSDARG00000105325" NA
"3832" "ENSDARG00000077920" 572419
"3833" "ENSDARG00000101568" NA
"3834" "ENSDARG00000021805" 393395
"3835" "ENSDARG00000095407" 100001560
"3836" "ENSDARG00000018980" 431729
"3837" "ENSDARG00000105838" 100149850
"3838" "ENSDARG00000078694" 100331906
"3839" "ENSDARG00000090568" 100007768
"3840" "ENSDARG00000078890" 568432
"3841" "ENSDARG00000089698" 100005485
"3842" "ENSDARG00000038027" 393260
"3843" "ENSDARG00000063535" 558344
"3844" "ENSDARG00000091877" 100113432
"3845" "ENSDARG00000087651" 564906
"3846" "ENSDARG00000012776" 559803
"3847" "ENSDARG00000088898" 562420
"3848" "ENSDARG00000093512" NA
"3849" "ENSDARG00000093273" NA
"3850" "ENSDARG00000030981" 553545
"3851" "ENSDARG00000060006" 559634
"3852" "ENSDARG00000026753" 556582
"3853" "ENSDARG00000096655" NA
"3854" "ENSDARG00000093734" 100006732
"3855" "ENSDARG00000089245" 436735
"3856" "ENSDARG00000001881" 565158
"3857" "ENSDARG00000058005" 259189
"3858" "ENSDARG00000028659" NA
"3859" "ENSDARG00000097083" NA
"3860" "ENSDARG00000043483" 353179
"3861" "ENSDARG00000077047" 564351
"3862" "ENSDARG00000098802" 565172
"3863" "ENSDARG00000074465" 798746
"3864" "ENSDARG00000077687" 101882676
"3865" "ENSDARG00000094458" 100333943
"3866" "ENSDARG00000025301" 30646
"3867" "ENSDARG00000095424" 101885926
"3868" "ENSDARG00000074306" 564979
"3869" "ENSDARG00000104894" 100005958
"3870" "ENSDARG00000059950" 100000303
"3871" "ENSDARG00000052826" 58127
"3872" "ENSDARG00000038278" 561406
"3873" "ENSDARG00000062209" 562703
"3874" "ENSDARG00000054420" 100004076
"3875" "ENSDARG00000062447" 100150269
"3876" "ENSDARG00000096845" NA
"3877" "ENSDARG00000113510" NA
"3878" "ENSDARG00000052094" 794892
"3879" "ENSDARG00000098296" 327635
"3880" "ENSDARG00000015823" 406684
"3881" "ENSDARG00000058454" 406297
"3882" "ENSDARG00000001710" 561345
"3883" "ENSDARG00000020544" 394149
"3884" "ENSDARG00000087749" 793969
"3885" "ENSDARG00000113029" NA
"3886" "ENSDARG00000016457" 403013
"3887" "ENSDARG00000055467" 100151233
"3888" "ENSDARG00000067950" 564789
"3889" "ENSDARG00000063612" 563907
"3890" "ENSDARG00000109251" NA
"3891" "ENSDARG00000063299" 100148002
"3892" "ENSDARG00000056180" 567851
"3893" "ENSDARG00000105789" 100148137
"3894" "ENSDARG00000086221" 562338
"3895" "ENSDARG00000041417" 100004566
"3896" "ENSDARG00000088900" NA
"3897" "ENSDARG00000099819" 394209
"3898" "ENSDARG00000020447" 560605
"3899" "ENSDARG00000028067" 554650
"3900" "ENSDARG00000098390" NA
"3901" "ENSDARG00000000423" 368688
"3902" "ENSDARG00000093585" NA
"3903" "ENSDARG00000041706" 556856
"3904" "ENSDARG00000079391" 568235
"3905" "ENSDARG00000019596" 565850
"3906" "ENSDARG00000071691" 322549
"3907" "ENSDARG00000070392" NA
"3908" "ENSDARG00000017605" 415238
"3909" "ENSDARG00000102671" 768165
"3910" "ENSDARG00000019614" 322209
"3911" "ENSDARG00000098889" 110439798
"3912" "ENSDARG00000038243" 561158
"3913" "ENSDARG00000062686" 563468
"3914" "ENSDARG00000045913" 565937
"3915" "ENSDARG00000090751" 561182
"3916" "ENSDARG00000044704" 100148884
"3917" "ENSDARG00000087162" 100536810
"3918" "ENSDARG00000011648" 192331
"3919" "ENSDARG00000094516" 30237
"3920" "ENSDARG00000005590" 692292
"3921" "ENSDARG00000069834" 100037326
"3922" "ENSDARG00000105787" NA
"3923" "ENSDARG00000093705" NA
"3924" "ENSDARG00000105791" 103911276
"3925" "ENSDARG00000018619" 100330155
"3926" "ENSDARG00000098985" NA
"3927" "ENSDARG00000105815" 101883778
"3928" "ENSDARG00000002219" 570552
"3929" "ENSDARG00000073738" 570947
"3930" "ENSDARG00000000767" 30117
"3931" "ENSDARG00000109740" NA
"3932" "ENSDARG00000038901" 550283
"3933" "ENSDARG00000054574" 407699
"3934" "ENSDARG00000040284" 100538016
"3935" "ENSDARG00000024229" 550462
"3936" "ENSDARG00000014569" 406735
"3937" "ENSDARG00000073900" 101886856
"3938" "ENSDARG00000105244" NA
"3939" "ENSDARG00000004633" 571453
"3940" "ENSDARG00000097911" NA
"3941" "ENSDARG00000079456" 568118
"3942" "ENSDARG00000032261" 405803
"3943" "ENSDARG00000029885" 406674
"3944" "ENSDARG00000043899" 83917
"3945" "ENSDARG00000077034" 572070
"3946" "ENSDARG00000101046" NA
"3947" "ENSDARG00000075532" 559346
"3948" "ENSDARG00000017947" 555232
"3949" "ENSDARG00000061204" 556273
"3950" "ENSDARG00000023591" 436886
"3951" "ENSDARG00000057322" 406640
"3952" "ENSDARG00000014348" 393507
"3953" "ENSDARG00000059073" 30212
"3954" "ENSDARG00000062830" 100149701
"3955" "ENSDARG00000086091" 568363
"3956" "ENSDARG00000098813" 415141
"3957" "ENSDARG00000095852" NA
"3958" "ENSDARG00000075112" 555482
"3959" "ENSDARG00000031968" 492772
"3960" "ENSDARG00000105505" NA
"3961" "ENSDARG00000033956" 100001530
"3962" "ENSDARG00000104332" 108179109
"3963" "ENSDARG00000003210" NA
"3964" "ENSDARG00000040087" 30470
"3965" "ENSDARG00000090153" 561108
"3966" "ENSDARG00000099145" NA
"3967" "ENSDARG00000070015" NA
"3968" "ENSDARG00000042041" 394239
"3969" "ENSDARG00000003635" 494083
"3970" "ENSDARG00000015946" 100333377
"3971" "ENSDARG00000039824" 100136847
"3972" "ENSDARG00000010586" 553441
"3973" "ENSDARG00000095081" NA
"3974" "ENSDARG00000105324" NA
"3975" "ENSDARG00000060785" 563650
"3976" "ENSDARG00000036227" 100002108
"3977" "ENSDARG00000024141" 449679
"3978" "ENSDARG00000105803" 556415
"3979" "ENSDARG00000100112" NA
"3980" "ENSDARG00000097875" NA
"3981" "ENSDARG00000008976" 555704
"3982" "ENSDARG00000076406" 100149204
"3983" "ENSDARG00000036999" 100535855
"3984" "ENSDARG00000100131" 568392
"3985" "ENSDARG00000012553" 415242
"3986" "ENSDARG00000016311" 100151488
"3987" "ENSDARG00000073893" 100000399
"3988" "ENSDARG00000115519" NA
"3989" "ENSDARG00000054804" 406562
"3990" "ENSDARG00000074895" 561667
"3991" "ENSDARG00000101447" NA
"3992" "ENSDARG00000009023" 560747
"3993" "ENSDARG00000092060" 100004161
"3994" "ENSDARG00000087443" 449541
"3995" "ENSDARG00000071216" 100000061
"3996" "ENSDARG00000023298" 554155
"3997" "ENSDARG00000025218" 565267
"3998" "ENSDARG00000060991" 564985
"3999" "ENSDARG00000041702" 556925
"4000" "ENSDARG00000068683" 569532
"4001" "ENSDARG00000055426" 566444
"4002" "ENSDARG00000086463" 323951
"4003" "ENSDARG00000006174" 450033
"4004" "ENSDARG00000069828" 751622
"4005" "ENSDARG00000030411" 445034
"4006" "ENSDARG00000022730" 570338
"4007" "ENSDARG00000095722" NA
"4008" "ENSDARG00000042187" 558578
"4009" "ENSDARG00000099779" 563140
"4010" "ENSDARG00000093760" 562659
"4011" "ENSDARG00000098497" 550286
"4012" "ENSDARG00000092130" NA
"4013" "ENSDARG00000060348" 560211
"4014" "ENSDARG00000093988" NA
"4015" "ENSDARG00000097786" NA
"4016" "ENSDARG00000092137" NA
"4017" "ENSDARG00000075800" 560151
"4018" "ENSDARG00000094339" 100006996
"4019" "ENSDARG00000100718" 445233
"4020" "ENSDARG00000078853" 569202
"4021" "ENSDARG00000104500" 565649
