"ensembl_gene_id" "entrezgene_id"
"22201" "ENSDARG00000040881" 402984
"22202" "ENSDARG00000058672" 100006053
"22203" "ENSDARG00000033771" 445320
"22204" "ENSDARG00000096550" NA
"22205" "ENSDARG00000036501" 566010
"22206" "ENSDARG00000006719" 561775
"22207" "ENSDARG00000096494" NA
"22208" "ENSDARG00000076236" 568967
"22209" "ENSDARG00000101532" NA
"22210" "ENSDARG00000096477" NA
"22211" "ENSDARG00000079191" 571844
"22212" "ENSDARG00000091936" NA
"22213" "ENSDARG00000035533" 100003539
"22214" "ENSDARG00000099180" NA
"22215" "ENSDARG00000101062" 571911
"22216" "ENSDARG00000104549" 100333556
"22217" "ENSDARG00000094611" NA
"22218" "ENSDARG00000079671" 559888
"22219" "ENSDARG00000105626" 558824
"22220" "ENSDARG00000068951" 563138
"22221" "ENSDARG00000099669" NA
"22222" "ENSDARG00000093840" NA
"22223" "ENSDARG00000043309" NA
"22224" "ENSDARG00000014050" 58133
"22225" "ENSDARG00000031095" 405756
"22226" "ENSDARG00000073792" 562592
"22227" "ENSDARG00000097514" NA
"22228" "ENSDARG00000097877" 571155
"22229" "ENSDARG00000078803" 572219
"22230" "ENSDARG00000101051" 569298
"22231" "ENSDARG00000012796" 445242
"22232" "ENSDARG00000094262" NA
"22233" "ENSDARG00000061737" 777750
"22234" "ENSDARG00000001686" 570547
"22235" "ENSDARG00000068275" 101887125
"22236" "ENSDARG00000060661" 562805
"22237" "ENSDARG00000076920" 100148891
"22238" "ENSDARG00000056566" 550546
"22239" "ENSDARG00000104422" NA
"22240" "ENSDARG00000006615" 792391
"22241" "ENSDARG00000003091" 494075
"22242" "ENSDARG00000093480" 100330319
"22243" "ENSDARG00000095507" NA
"22244" "ENSDARG00000045802" 406374
"22245" "ENSDARG00000038709" 561899
"22246" "ENSDARG00000100013" 393850
"22247" "ENSDARG00000078649" 100134975
"22248" "ENSDARG00000094160" 100334658
"22249" "ENSDARG00000088762" 570038
"22250" "ENSDARG00000055561" 337131
"22251" "ENSDARG00000005327" 561829
"22252" "ENSDARG00000086790" 100150304
"22253" "ENSDARG00000076262" 30397
"22254" "ENSDARG00000088078" 100334535
"22255" "ENSDARG00000025302" 360137
"22256" "ENSDARG00000062672" 100000044
"22257" "ENSDARG00000035555" 447881
"22258" "ENSDARG00000097752" 100151162
"22259" "ENSDARG00000076571" 353154
"22260" "ENSDARG00000042684" 321545
"22261" "ENSDARG00000069961" 100134976
"22262" "ENSDARG00000105119" 108183940
"22263" "ENSDARG00000078217" 565383
"22264" "ENSDARG00000035910" 503523
"22265" "ENSDARG00000075846" 100003947
"22266" "ENSDARG00000041896" 322863
"22267" "ENSDARG00000014967" 100000750
"22268" "ENSDARG00000003866" 334370
"22269" "ENSDARG00000052712" 436850
"22270" "ENSDARG00000029100" 557606
"22271" "ENSDARG00000103067" 571770
"22272" "ENSDARG00000092140" NA
"22273" "ENSDARG00000076490" 100005118
"22274" "ENSDARG00000030967" 562156
"22275" "ENSDARG00000075012" 793646
"22276" "ENSDARG00000074426" NA
"22277" "ENSDARG00000098952" 30483
"22278" "ENSDARG00000055400" 100005846
"22279" "ENSDARG00000070317" 100033386
"22280" "ENSDARG00000061099" 100141490
"22281" "ENSDARG00000111518" 108183920
"22282" "ENSDARG00000086847" 565312
"22283" "ENSDARG00000086060" NA
"22284" "ENSDARG00000102517" 565516
"22285" "ENSDARG00000035578" 562344
"22286" "ENSDARG00000110769" NA
"22287" "ENSDARG00000038384" 414844
"22288" "ENSDARG00000095322" 100149636
"22289" "ENSDARG00000094903" NA
"22290" "ENSDARG00000100090" 100006562
"22291" "ENSDARG00000030241" 553651
"22292" "ENSDARG00000036473" 566292
"22293" "ENSDARG00000003244" 100170660
"22294" "ENSDARG00000069402" 565021
"22295" "ENSDARG00000015902" 337413
"22296" "ENSDARG00000062137" 563669
"22297" "ENSDARG00000099791" 791206
"22298" "ENSDARG00000074561" 101886448
"22299" "ENSDARG00000079327" 565032
"22300" "ENSDARG00000060349" 100001221
"22301" "ENSDARG00000044601" 447816
"22302" "ENSDARG00000068255" 140631
"22303" "ENSDARG00000095944" NA
"22304" "ENSDARG00000042864" 322251
"22305" "ENSDARG00000099674" 100884138
"22306" "ENSDARG00000093831" NA
"22307" "ENSDARG00000114493" 568680
"22308" "ENSDARG00000114493" 795526
"22309" "ENSDARG00000114493" 795594
"22310" "ENSDARG00000097057" 566443
"22311" "ENSDARG00000033451" 492519
"22312" "ENSDARG00000006766" 324404
"22313" "ENSDARG00000045856" 494455
"22314" "ENSDARG00000030087" 797834
"22315" "ENSDARG00000016771" 30255
"22316" "ENSDARG00000034572" 393795
"22317" "ENSDARG00000089026" 798821
"22318" "ENSDARG00000001913" 559824
"22319" "ENSDARG00000005458" 554152
"22320" "ENSDARG00000092290" 557879
"22321" "ENSDARG00000096832" NA
"22322" "ENSDARG00000110852" NA
"22323" "ENSDARG00000026941" 492349
"22324" "ENSDARG00000021938" 445564
"22325" "ENSDARG00000099767" 569206
"22326" "ENSDARG00000069583" 619255
"22327" "ENSDARG00000014646" 541429
"22328" "ENSDARG00000070512" 550136
"22329" "ENSDARG00000043446" 335521
"22330" "ENSDARG00000097478" 30471
"22331" "ENSDARG00000079340" 555258
"22332" "ENSDARG00000040118" 541546
"22333" "ENSDARG00000104207" 555725
"22334" "ENSDARG00000070553" 562801
"22335" "ENSDARG00000092968" 101886167
"22336" "ENSDARG00000055099" 557812
"22337" "ENSDARG00000052649" 114445
"22338" "ENSDARG00000102453" 335836
"22339" "ENSDARG00000018757" 562670
"22340" "ENSDARG00000070504" 557456
"22341" "ENSDARG00000096621" NA
"22342" "ENSDARG00000086222" 100003245
"22343" "ENSDARG00000043792" 100000651
"22344" "ENSDARG00000069030" 100170817
"22345" "ENSDARG00000087084" 100329613
"22346" "ENSDARG00000043232" NA
"22347" "ENSDARG00000043443" 555691
"22348" "ENSDARG00000035832" 793458
"22349" "ENSDARG00000009285" 445053
"22350" "ENSDARG00000044375" 572084
"22351" "ENSDARG00000098015" NA
"22352" "ENSDARG00000097715" NA
"22353" "ENSDARG00000076796" 564081
"22354" "ENSDARG00000061235" 751635
"22355" "ENSDARG00000099379" NA
"22356" "ENSDARG00000092345" NA
"22357" "ENSDARG00000091994" 108183928
"22358" "ENSDARG00000092856" NA
"22359" "ENSDARG00000053854" 405774
"22360" "ENSDARG00000060438" 560294
"22361" "ENSDARG00000033089" NA
"22362" "ENSDARG00000006392" 450057
"22363" "ENSDARG00000103278" NA
"22364" "ENSDARG00000079502" 556126
"22365" "ENSDARG00000094683" NA
"22366" "ENSDARG00000006892" 564573
"22367" "ENSDARG00000034785" 192122
"22368" "ENSDARG00000054655" NA
"22369" "ENSDARG00000033161" 565781
"22370" "ENSDARG00000001754" 58013
"22371" "ENSDARG00000097619" NA
"22372" "ENSDARG00000102392" NA
"22373" "ENSDARG00000057058" 561891
"22374" "ENSDARG00000101946" NA
"22375" "ENSDARG00000092232" NA
"22376" "ENSDARG00000041226" 494534
"22377" "ENSDARG00000026048" 337167
"22378" "ENSDARG00000103382" NA
"22379" "ENSDARG00000021806" 333941
"22380" "ENSDARG00000055255" 337272
"22381" "ENSDARG00000097533" NA
"22382" "ENSDARG00000104597" NA
"22383" "ENSDARG00000062630" 552915
"22384" "ENSDARG00000076891" 100006212
"22385" "ENSDARG00000096769" NA
"22386" "ENSDARG00000015807" 100001531
"22387" "ENSDARG00000019000" 324475
"22388" "ENSDARG00000051836" 553000
"22389" "ENSDARG00000095956" NA
"22390" "ENSDARG00000025608" 791531
"22391" "ENSDARG00000092708" NA
"22392" "ENSDARG00000069044" 406265
"22393" "ENSDARG00000074656" 554157
"22394" "ENSDARG00000075817" 100000285
"22395" "ENSDARG00000012275" 641431
"22396" "ENSDARG00000017591" 406172
"22397" "ENSDARG00000105261" 565756
"22398" "ENSDARG00000088073" 573995
"22399" "ENSDARG00000069956" 560322
"22400" "ENSDARG00000068130" 791588
"22401" "ENSDARG00000044718" 556413
"22402" "ENSDARG00000016318" 326098
"22403" "ENSDARG00000040224" 323406
"22404" "ENSDARG00000031875" 474353
"22405" "ENSDARG00000079274" 322453
"22406" "ENSDARG00000037432" 553483
"22407" "ENSDARG00000037432" 562339
"22408" "ENSDARG00000030961" 553671
"22409" "ENSDARG00000104835" 325488
"22410" "ENSDARG00000089225" 568429
"22411" "ENSDARG00000075048" 560773
"22412" "ENSDARG00000076788" NA
"22413" "ENSDARG00000103100" NA
"22414" "ENSDARG00000096503" NA
"22415" "ENSDARG00000115029" 562736
"22416" "ENSDARG00000020301" 553455
"22417" "ENSDARG00000017565" 798906
"22418" "ENSDARG00000092610" 563328
"22419" "ENSDARG00000018257" 563288
"22420" "ENSDARG00000079264" 564728
"22421" "ENSDARG00000093282" NA
"22422" "ENSDARG00000041257" 503743
"22423" "ENSDARG00000102031" NA
"22424" "ENSDARG00000061017" 568117
"22425" "ENSDARG00000101155" NA
"22426" "ENSDARG00000035339" 568523
"22427" "ENSDARG00000070266" 562002
"22428" "ENSDARG00000056557" 338138
"22429" "ENSDARG00000087599" 567508
"22430" "ENSDARG00000092039" 570575
"22431" "ENSDARG00000074509" 100002125
"22432" "ENSDARG00000098087" NA
"22433" "ENSDARG00000010481" 325226
"22434" "ENSDARG00000020053" 751108
"22435" "ENSDARG00000021143" 327065
"22436" "ENSDARG00000063031" 558947
"22437" "ENSDARG00000093741" NA
"22438" "ENSDARG00000040799" 326018
"22439" "ENSDARG00000095967" NA
"22440" "ENSDARG00000092742" NA
"22441" "ENSDARG00000042525" 30692
"22442" "ENSDARG00000103966" NA
"22443" "ENSDARG00000093484" NA
"22444" "ENSDARG00000007654" 368483
"22445" "ENSDARG00000105547" NA
"22446" "ENSDARG00000013460" 564992
"22447" "ENSDARG00000026198" 431773
"22448" "ENSDARG00000075016" 100330435
"22449" "ENSDARG00000092452" NA
"22450" "ENSDARG00000005364" 566411
"22451" "ENSDARG00000016447" 327606
"22452" "ENSDARG00000054060" 564098
"22453" "ENSDARG00000007912" 564099
"22454" "ENSDARG00000099749" 335444
"22455" "ENSDARG00000060596" 100001198
"22456" "ENSDARG00000044114" 450082
"22457" "ENSDARG00000097187" 101884986
"22458" "ENSDARG00000042961" 445241
"22459" "ENSDARG00000045799" 559593
"22460" "ENSDARG00000071413" 564723
"22461" "ENSDARG00000111400" NA
"22462" "ENSDARG00000079059" 100003524
"22463" "ENSDARG00000013477" 30481
"22464" "ENSDARG00000074588" 796750
"22465" "ENSDARG00000004427" 436711
"22466" "ENSDARG00000073872" 30677
"22467" "ENSDARG00000097197" NA
"22468" "ENSDARG00000097404" NA
"22469" "ENSDARG00000057053" 492359
"22470" "ENSDARG00000005423" 323107
"22471" "ENSDARG00000096235" NA
"22472" "ENSDARG00000030064" 406745
"22473" "ENSDARG00000091969" 100005375
"22474" "ENSDARG00000101424" NA
"22475" "ENSDARG00000104365" NA
"22476" "ENSDARG00000078981" 563796
"22477" "ENSDARG00000069790" 373083
"22478" "ENSDARG00000035577" 394161
"22479" "ENSDARG00000094212" NA
"22480" "ENSDARG00000014849" 494086
"22481" "ENSDARG00000044655" 777629
"22482" "ENSDARG00000092723" NA
"22483" "ENSDARG00000057049" 561821
"22484" "ENSDARG00000041107" 559080
"22485" "ENSDARG00000013312" NA
"22486" "ENSDARG00000003931" 327288
"22487" "ENSDARG00000021380" 492468
"22488" "ENSDARG00000089936" 378438
"22489" "ENSDARG00000102279" NA
"22490" "ENSDARG00000089892" 100330801
"22491" "ENSDARG00000068726" 100002060
"22492" "ENSDARG00000097021" NA
"22493" "ENSDARG00000035954" 553516
"22494" "ENSDARG00000061773" 767739
"22495" "ENSDARG00000020887" 321240
"22496" "ENSDARG00000088870" 560232
"22497" "ENSDARG00000094165" NA
"22498" "ENSDARG00000078825" 567931
"22499" "ENSDARG00000094871" NA
"22500" "ENSDARG00000054867" 798364
"22501" "ENSDARG00000057691" 406288
"22502" "ENSDARG00000035957" 368320
"22503" "ENSDARG00000032619" 386629
"22504" "ENSDARG00000060394" 768141
"22505" "ENSDARG00000062429" 723998
"22506" "ENSDARG00000098030" NA
"22507" "ENSDARG00000079011" 568794
"22508" "ENSDARG00000019706" 369189
"22509" "ENSDARG00000042552" 405791
"22510" "ENSDARG00000099055" NA
"22511" "ENSDARG00000069446" 30505
"22512" "ENSDARG00000036721" 405895
"22513" "ENSDARG00000112369" NA
"22514" "ENSDARG00000034227" 563653
"22515" "ENSDARG00000090872" 561769
"22516" "ENSDARG00000041952" 100003863
"22517" "ENSDARG00000092728" 565661
"22518" "ENSDARG00000092573" NA
"22519" "ENSDARG00000105615" 100003350
"22520" "ENSDARG00000099021" 768131
"22521" "ENSDARG00000068923" 567806
"22522" "ENSDARG00000026098" 494576
"22523" "ENSDARG00000045175" 777668
"22524" "ENSDARG00000093405" 552927
"22525" "ENSDARG00000018643" 30710
"22526" "ENSDARG00000074428" 560334
"22527" "ENSDARG00000104609" 566841
"22528" "ENSDARG00000012247" 394015
"22529" "ENSDARG00000061352" 678650
"22530" "ENSDARG00000061728" 564010
"22531" "ENSDARG00000061257" 751673
"22532" "ENSDARG00000040736" 553967
"22533" "ENSDARG00000061723" 564172
"22534" "ENSDARG00000098765" NA
"22535" "ENSDARG00000059610" 565192
"22536" "ENSDARG00000062221" 571767
"22537" "ENSDARG00000055753" 326906
"22538" "ENSDARG00000030269" 550508
"22539" "ENSDARG00000014966" 327538
"22540" "ENSDARG00000093406" 553664
"22541" "ENSDARG00000057321" 564388
"22542" "ENSDARG00000058102" 394103
"22543" "ENSDARG00000044142" 541435
"22544" "ENSDARG00000074661" 565271
"22545" "ENSDARG00000090817" NA
"22546" "ENSDARG00000020143" 378962
"22547" "ENSDARG00000044182" 334440
"22548" "ENSDARG00000068274" 566073
"22549" "ENSDARG00000052855" 567333
"22550" "ENSDARG00000099643" NA
"22551" "ENSDARG00000091135" 101884543
"22552" "ENSDARG00000020504" 406269
"22553" "ENSDARG00000015427" 192302
"22554" "ENSDARG00000061468" 570062
"22555" "ENSDARG00000071429" 100008541
"22556" "ENSDARG00000055757" 334151
"22557" "ENSDARG00000025089" 100320658
"22558" "ENSDARG00000092322" NA
"22559" "ENSDARG00000019564" 560581
"22560" "ENSDARG00000061758" 567923
"22561" "ENSDARG00000100326" NA
"22562" "ENSDARG00000032296" 445030
"22563" "ENSDARG00000103176" 83916
"22564" "ENSDARG00000103549" NA
"22565" "ENSDARG00000037838" 565405
"22566" "ENSDARG00000009266" 445225
"22567" "ENSDARG00000076183" 100536707
"22568" "ENSDARG00000092807" NA
"22569" "ENSDARG00000093878" NA
"22570" "ENSDARG00000099560" 553589
"22571" "ENSDARG00000096483" NA
"22572" "ENSDARG00000009131" 556491
"22573" "ENSDARG00000010181" 570669
"22574" "ENSDARG00000028896" 335485
"22575" "ENSDARG00000073909" 559938
"22576" "ENSDARG00000074762" NA
"22577" "ENSDARG00000075557" 100001408
"22578" "ENSDARG00000087120" 100329285
"22579" "ENSDARG00000096469" NA
"22580" "ENSDARG00000029388" 553466
"22581" "ENSDARG00000070435" 323628
"22582" "ENSDARG00000052405" 567874
"22583" "ENSDARG00000060768" 566524
"22584" "ENSDARG00000053685" 798997
"22585" "ENSDARG00000002754" 393192
"22586" "ENSDARG00000086254" 103909756
"22587" "ENSDARG00000087717" 569688
"22588" "ENSDARG00000016514" 323239
"22589" "ENSDARG00000016122" 563207
"22590" "ENSDARG00000020465" 322880
"22591" "ENSDARG00000100434" NA
"22592" "ENSDARG00000105820" 100147882
"22593" "ENSDARG00000097600" NA
"22594" "ENSDARG00000017562" 553659
"22595" "ENSDARG00000011496" 100003481
"22596" "ENSDARG00000094515" 100147884
"22597" "ENSDARG00000117113" 108183284
"22598" "ENSDARG00000076402" 100144558
"22599" "ENSDARG00000009953" 336923
"22600" "ENSDARG00000045854" 494456
"22601" "ENSDARG00000005115" 394057
"22602" "ENSDARG00000032114" 557946
"22603" "ENSDARG00000090637" 386711
"22604" "ENSDARG00000105762" 335412
"22605" "ENSDARG00000037836" 570758
"22606" "ENSDARG00000034714" 567227
"22607" "ENSDARG00000079880" 664690
"22608" "ENSDARG00000077352" 793635
"22609" "ENSDARG00000027572" 664699
"22610" "ENSDARG00000096656" 100149229
"22611" "ENSDARG00000074066" 553134
"22612" "ENSDARG00000042873" 393312
"22613" "ENSDARG00000011088" 558401
"22614" "ENSDARG00000016903" 406372
"22615" "ENSDARG00000061345" 564527
"22616" "ENSDARG00000073742" 100535672
"22617" "ENSDARG00000088680" 103909755
"22618" "ENSDARG00000069230" 558115
"22619" "ENSDARG00000095177" NA
"22620" "ENSDARG00000068438" 564677
"22621" "ENSDARG00000057352" 569608
"22622" "ENSDARG00000092764" 795507
"22623" "ENSDARG00000105759" NA
"22624" "ENSDARG00000041895" 266992
"22625" "ENSDARG00000101707" NA
"22626" "ENSDARG00000013800" 415171
"22627" "ENSDARG00000104285" 393591
"22628" "ENSDARG00000042876" 336650
"22629" "ENSDARG00000009594" 30271
"22630" "ENSDARG00000042440" 387298
"22631" "ENSDARG00000059923" 724009
"22632" "ENSDARG00000091557" 100536874
"22633" "ENSDARG00000098158" 100330305
"22634" "ENSDARG00000036252" 550513
"22635" "ENSDARG00000079295" 562796
"22636" "ENSDARG00000014230" 368262
"22637" "ENSDARG00000061908" 561964
"22638" "ENSDARG00000094660" 100535090
"22639" "ENSDARG00000105813" NA
"22640" "ENSDARG00000070368" 664751
"22641" "ENSDARG00000040735" 553966
"22642" "ENSDARG00000105719" 100149349
"22643" "ENSDARG00000045851" 559373
"22644" "ENSDARG00000097530" 100000884
"22645" "ENSDARG00000052642" 566015
"22646" "ENSDARG00000105835" 100150061
"22647" "ENSDARG00000011521" 322660
"22648" "ENSDARG00000096543" NA
"22649" "ENSDARG00000006527" 327372
"22650" "ENSDARG00000061405" 767647
"22651" "ENSDARG00000097593" NA
"22652" "ENSDARG00000010160" 336764
"22653" "ENSDARG00000095767" 798872
"22654" "ENSDARG00000015110" 553304
"22655" "ENSDARG00000086504" NA
"22656" "ENSDARG00000086925" NA
"22657" "ENSDARG00000091631" 560245
"22658" "ENSDARG00000032951" 564177
"22659" "ENSDARG00000042452" 387301
"22660" "ENSDARG00000111889" NA
"22661" "ENSDARG00000057949" 556206
"22662" "ENSDARG00000102262" NA
"22663" "ENSDARG00000089582" 560084
"22664" "ENSDARG00000054433" 415186
"22665" "ENSDARG00000046098" 436600
"22666" "ENSDARG00000045853" 555714
"22667" "ENSDARG00000092873" 557217
"22668" "ENSDARG00000077264" 317637
"22669" "ENSDARG00000105802" NA
"22670" "ENSDARG00000036505" 335357
"22671" "ENSDARG00000095080" NA
"22672" "ENSDARG00000104205" 100526816
"22673" "ENSDARG00000104914" 101885395
"22674" "ENSDARG00000100081" NA
"22675" "ENSDARG00000026680" 393133
"22676" "ENSDARG00000052842" 641328
"22677" "ENSDARG00000032458" 100005996
"22678" "ENSDARG00000054879" 30636
"22679" "ENSDARG00000042857" 100000527
"22680" "ENSDARG00000004636" 550140
"22681" "ENSDARG00000096928" NA
"22682" "ENSDARG00000039929" 799492
"22683" "ENSDARG00000077428" 797322
"22684" "ENSDARG00000075188" 564734
"22685" "ENSDARG00000093318" 795575
"22686" "ENSDARG00000089765" 556026
"22687" "ENSDARG00000097398" 100329393
"22688" "ENSDARG00000054055" 100333936
"22689" "ENSDARG00000034910" NA
"22690" "ENSDARG00000101520" 101883801
"22691" "ENSDARG00000092954" 552972
"22692" "ENSDARG00000002600" 100005716
"22693" "ENSDARG00000074663" 100037314
"22694" "ENSDARG00000094163" NA
"22695" "ENSDARG00000097833" NA
"22696" "ENSDARG00000011851" 100007679
"22697" "ENSDARG00000101843" NA
"22698" "ENSDARG00000074531" 558833
"22699" "ENSDARG00000113713" NA
"22700" "ENSDARG00000026577" 406715
"22701" "ENSDARG00000056277" 794363
"22702" "ENSDARG00000096887" 101886729
"22703" "ENSDARG00000096358" NA
"22704" "ENSDARG00000105754" NA
"22705" "ENSDARG00000103172" NA
"22706" "ENSDARG00000089547" NA
"22707" "ENSDARG00000105777" NA
"22708" "ENSDARG00000031200" 557208
"22709" "ENSDARG00000031348" 286834
"22710" "ENSDARG00000035338" 559490
"22711" "ENSDARG00000102463" 100000948
"22712" "ENSDARG00000097743" 792667
"22713" "ENSDARG00000044380" 553240
"22714" "ENSDARG00000005026" 369196
"22715" "ENSDARG00000102029" 100151479
"22716" "ENSDARG00000043285" 566813
"22717" "ENSDARG00000096417" NA
"22718" "ENSDARG00000099440" NA
"22719" "ENSDARG00000112705" NA
"22720" "ENSDARG00000079553" 561001
"22721" "ENSDARG00000054878" 566454
"22722" "ENSDARG00000105666" NA
"22723" "ENSDARG00000061844" 555489
"22724" "ENSDARG00000116770" NA
"22725" "ENSDARG00000069397" 100148379
"22726" "ENSDARG00000009771" 335124
"22727" "ENSDARG00000105563" NA
"22728" "ENSDARG00000045592" 492493
"22729" "ENSDARG00000057661" 792692
"22730" "ENSDARG00000087198" 445308
"22731" "ENSDARG00000061048" 558976
"22732" "ENSDARG00000021547" 394145
"22733" "ENSDARG00000026183" 445170
"22734" "ENSDARG00000113115" NA
"22735" "ENSDARG00000104020" NA
"22736" "ENSDARG00000069855" 563938
"22737" "ENSDARG00000037495" 403309
"22738" "ENSDARG00000104650" NA
"22739" "ENSDARG00000068719" 100148564
"22740" "ENSDARG00000098305" NA
"22741" "ENSDARG00000038228" 378437
"22742" "ENSDARG00000104210" 563864
"22743" "ENSDARG00000005841" 394068
"22744" "ENSDARG00000010144" 553336
"22745" "ENSDARG00000094798" NA
"22746" "ENSDARG00000016421" 493630
"22747" "ENSDARG00000030750" 561083
"22748" "ENSDARG00000042689" 568471
"22749" "ENSDARG00000007885" 406255
"22750" "ENSDARG00000068431" 100170660
"22751" "ENSDARG00000014465" 569561
"22752" "ENSDARG00000097431" NA
"22753" "ENSDARG00000061471" 556471
"22754" "ENSDARG00000096507" NA
"22755" "ENSDARG00000076867" 557356
"22756" "ENSDARG00000019651" 558037
"22757" "ENSDARG00000093965" NA
"22758" "ENSDARG00000076443" 100538182
"22759" "ENSDARG00000043287" 567680
"22760" "ENSDARG00000093462" NA
"22761" "ENSDARG00000088847" NA
"22762" "ENSDARG00000002720" 325106
"22763" "ENSDARG00000076265" 562947
"22764" "ENSDARG00000006427" 30708
"22765" "ENSDARG00000099414" NA
"22766" "ENSDARG00000068478" 352928
"22767" "ENSDARG00000103079" NA
"22768" "ENSDARG00000093337" NA
"22769" "ENSDARG00000114558" NA
"22770" "ENSDARG00000020363" 550385
"22771" "ENSDARG00000100366" NA
"22772" "ENSDARG00000003307" 562857
"22773" "ENSDARG00000069857" 436893
"22774" "ENSDARG00000042877" 567088
"22775" "ENSDARG00000039452" 406791
"22776" "ENSDARG00000068919" 450081
"22777" "ENSDARG00000055124" 553269
"22778" "ENSDARG00000038386" 30466
"22779" "ENSDARG00000013752" 402809
"22780" "ENSDARG00000093327" NA
"22781" "ENSDARG00000057062" 561837
"22782" "ENSDARG00000037835" 436826
"22783" "ENSDARG00000071694" 445386
"22784" "ENSDARG00000002479" 100005291
"22785" "ENSDARG00000099789" 100317818
"22786" "ENSDARG00000044381" 378728
"22787" "ENSDARG00000095822" 100148399
"22788" "ENSDARG00000002197" 493916
"22789" "ENSDARG00000039082" 641500
"22790" "ENSDARG00000094521" 100526815
"22791" "ENSDARG00000098783" 100149268
"22792" "ENSDARG00000099347" NA
"22793" "ENSDARG00000105529" 100535309
"22794" "ENSDARG00000076118" 557073
"22795" "ENSDARG00000003022" 101883214
"22796" "ENSDARG00000093927" NA
"22797" "ENSDARG00000076066" 100002072
"22798" "ENSDARG00000017274" 30435
"22799" "ENSDARG00000007818" 393573
"22800" "ENSDARG00000013307" 406489
"22801" "ENSDARG00000097700" 565381
"22802" "ENSDARG00000101160" 550608
"22803" "ENSDARG00000098979" NA
"22804" "ENSDARG00000087224" 100537531
"22805" "ENSDARG00000102967" NA
"22806" "ENSDARG00000011673" NA
"22807" "ENSDARG00000024746" 565155
"22808" "ENSDARG00000015990" 564853
"22809" "ENSDARG00000087176" 101883587
"22810" "ENSDARG00000097439" NA
"22811" "ENSDARG00000059473" 101884737
"22812" "ENSDARG00000062165" 568677
"22813" "ENSDARG00000034893" 555364
"22814" "ENSDARG00000102934" 564706
"22815" "ENSDARG00000042690" 64617
"22816" "ENSDARG00000086703" 792926
"22817" "ENSDARG00000062030" 100331841
"22818" "ENSDARG00000076701" 559305
"22819" "ENSDARG00000033840" 569256
"22820" "ENSDARG00000095586" NA
"22821" "ENSDARG00000104138" 405860
"22822" "ENSDARG00000033889" 337191
"22823" "ENSDARG00000104535" NA
"22824" "ENSDARG00000078675" 568817
"22825" "ENSDARG00000013771" 337572
"22826" "ENSDARG00000040738" 767711
"22827" "ENSDARG00000105549" 568632
"22828" "ENSDARG00000078733" 565702
"22829" "ENSDARG00000078180" 569842
"22830" "ENSDARG00000059751" 559451
"22831" "ENSDARG00000101772" NA
"22832" "ENSDARG00000034504" 280646
"22833" "ENSDARG00000061248" 560951
"22834" "ENSDARG00000040253" 246225
"22835" "ENSDARG00000000472" 30726
"22836" "ENSDARG00000103811" 567798
"22837" "ENSDARG00000102551" 561144
"22838" "ENSDARG00000093303" 100003209
"22839" "ENSDARG00000092658" NA
"22840" "ENSDARG00000078824" 100141487
"22841" "ENSDARG00000093922" NA
"22842" "ENSDARG00000100652" 100141494
"22843" "ENSDARG00000015460" 323197
"22844" "ENSDARG00000095888" NA
"22845" "ENSDARG00000093680" NA
"22846" "ENSDARG00000093702" 792999
"22847" "ENSDARG00000006200" 572435
"22848" "ENSDARG00000098050" NA
"22849" "ENSDARG00000011581" 326062
"22850" "ENSDARG00000101497" NA
"22851" "ENSDARG00000091579" 100150500
"22852" "ENSDARG00000053650" 799571
"22853" "ENSDARG00000028850" 767728
"22854" "ENSDARG00000052764" 794401
"22855" "ENSDARG00000103873" NA
"22856" "ENSDARG00000008155" 80872
"22857" "ENSDARG00000096224" NA
"22858" "ENSDARG00000092633" NA
"22859" "ENSDARG00000101508" 30506
"22860" "ENSDARG00000036096" 58092
"22861" "ENSDARG00000092307" NA
"22862" "ENSDARG00000020594" 563018
"22863" "ENSDARG00000042484" 565013
"22864" "ENSDARG00000020326" 100536675
"22865" "ENSDARG00000098052" NA
"22866" "ENSDARG00000009273" 394065
"22867" "ENSDARG00000012871" 550383
"22868" "ENSDARG00000095113" 767728
"22869" "ENSDARG00000010270" 558801
"22870" "ENSDARG00000002013" 446167
"22871" "ENSDARG00000100142" NA
"22872" "ENSDARG00000096735" NA
"22873" "ENSDARG00000051756" 393532
"22874" "ENSDARG00000078550" 100005569
"22875" "ENSDARG00000002632" 353365
"22876" "ENSDARG00000104239" NA
"22877" "ENSDARG00000099837" NA
"22878" "ENSDARG00000075677" 447945
"22879" "ENSDARG00000017811" 564023
"22880" "ENSDARG00000101235" 100538228
"22881" "ENSDARG00000078152" 568129
"22882" "ENSDARG00000075159" 565942
"22883" "ENSDARG00000105607" 101883673
"22884" "ENSDARG00000003219" 492780
"22885" "ENSDARG00000028862" 555864
"22886" "ENSDARG00000104890" 100334221
"22887" "ENSDARG00000104890" 103910514
"22888" "ENSDARG00000010478" 30591
"22889" "ENSDARG00000005453" 555242
"22890" "ENSDARG00000042508" 553247
"22891" "ENSDARG00000056803" 393279
"22892" "ENSDARG00000089791" 393226
"22893" "ENSDARG00000070809" 100003866
"22894" "ENSDARG00000037178" 570746
"22895" "ENSDARG00000079570" 566054
"22896" "ENSDARG00000098892" NA
"22897" "ENSDARG00000032237" 494046
"22898" "ENSDARG00000044365" 114421
"22899" "ENSDARG00000021787" 798527
"22900" "ENSDARG00000100476" 568625
"22901" "ENSDARG00000027322" 447934
