id,baseMean,log2FoldChange,pvalue,padj
ENSDARG00000092638,1012.19079,0.176606755,0.20539626,0.556093115
ENSDARG00000090352,1157.505014,-0.25446832,0.205409286,0.556093115
ENSDARG00000000229,394.6465602,-0.162884725,0.205433761,0.556093115
ENSDARG00000036214,23.36639453,0.282707231,0.205450282,NA
ENSDARG00000046136,646.924646,0.121189931,0.205573117,0.556253494
ENSDARG00000019614,948.7049232,-0.171600555,0.205594079,0.556253494
ENSDARG00000040730,1454.611115,-0.228029598,0.205611528,0.556253494
ENSDARG00000003941,953.6543991,-0.260809687,0.205646423,0.556253494
ENSDARG00000017219,46885.40531,0.0635109,0.205661019,0.556253494
ENSDARG00000077266,72.91348942,-0.282248139,0.205662883,NA
ENSDARG00000077174,380.2137572,-0.139662595,0.205678467,0.556253494
ENSDARG00000004377,2832.699275,0.084998014,0.205684114,0.556253494
ENSDARG00000034262,1133.240207,0.145013726,0.205736568,0.556257889
ENSDARG00000010250,2177.188304,-0.12482182,0.205740341,0.556257889
ENSDARG00000054930,576.7244771,0.154425795,0.205794233,0.556317004
ENSDARG00000003081,56425.29181,-0.086351464,0.205816813,0.556317004
ENSDARG00000006545,611.1550265,-0.119098727,0.205916756,0.556426171
ENSDARG00000090026,407.0045644,0.131433095,0.205931003,0.556426171
ENSDARG00000034717,253.6438514,0.19857696,0.205939129,0.556426171
ENSDARG00000077903,28.39331341,-0.287916591,0.205952781,NA
ENSDARG00000035578,204.5409085,0.220791044,0.205979187,0.556460612
ENSDARG00000091077,209.2604905,0.236990354,0.206010185,0.556470571
ENSDARG00000001354,444.9363399,0.212178096,0.206061643,0.556525997
ENSDARG00000092229,11.85084193,0.25362675,0.206076204,NA
ENSDARG00000031809,3019.00086,0.143418251,0.206085333,0.556525997
ENSDARG00000094707,179.082875,0.234135726,0.206174954,0.556694235
ENSDARG00000044760,3653.29603,-0.141511339,0.206266757,0.556868316
ENSDARG00000085363,30.19584609,0.218130432,0.206270106,NA
ENSDARG00000087866,2658.972559,0.262486519,0.206309169,0.556909024
ENSDARG00000007323,3565.721207,-0.074109631,0.20641006,0.557058678
ENSDARG00000093610,110.4111236,-0.275041344,0.206419289,0.557058678
ENSDARG00000093602,53.65464603,-0.273328266,0.206466637,NA
ENSDARG00000037415,142.8891568,-0.200399052,0.206483423,0.557157957
ENSDARG00000088977,365.910049,0.172524562,0.206534003,0.557220645
ENSDARG00000069869,259.7728836,-0.222314462,0.206755931,0.557745544
ENSDARG00000089295,10.44688726,0.222047154,0.20675647,NA
ENSDARG00000083356,21.16279082,-0.281721098,0.206779286,NA
ENSDARG00000090555,21.16279082,-0.281721098,0.206779286,NA
ENSDARG00000094787,186.424486,-0.177060307,0.206791535,0.557767742
ENSDARG00000094749,25.58237358,-0.287087886,0.20686141,NA
ENSDARG00000087516,48.90359737,-0.270853384,0.206862156,NA
ENSDARG00000016733,2253.034268,0.159425877,0.206875776,0.557858866
ENSDARG00000056138,13599.82161,0.084823258,0.206885844,0.557858866
ENSDARG00000093997,1116.621074,-0.261813437,0.206931982,0.557858866
ENSDARG00000095048,1224.837199,0.270499569,0.206940718,0.557858866
ENSDARG00000042723,476.6821122,-0.267035479,0.206962217,0.557858866
ENSDARG00000093087,17.818785,-0.277863106,0.207018639,NA
ENSDARG00000092717,14.39657696,0.279062615,0.207032302,NA
ENSDARG00000053383,31.41486795,0.281890034,0.207037069,NA
ENSDARG00000088190,249.2215719,-0.283904361,0.207040559,0.557996216
ENSDARG00000039096,64.8460904,-0.277690649,0.207274856,NA
ENSDARG00000018997,1580.889985,0.197226408,0.207322505,0.55868219
ENSDARG00000052182,5247.851689,0.096734471,0.207377402,0.558756225
ENSDARG00000089808,103.5764505,0.21056545,0.207454955,0.558891276
ENSDARG00000096020,37.36287801,-0.28571027,0.207530367,NA
ENSDARG00000029890,149.2476676,0.19534653,0.207620431,0.559263126
ENSDARG00000057606,349.1764373,0.221970346,0.207700137,0.559403873
ENSDARG00000094820,94.95431184,-0.242470617,0.207804079,0.559579175
ENSDARG00000039051,17368.94071,-0.109260386,0.207834131,0.559579175
ENSDARG00000043276,19866.5456,-0.188640433,0.207875178,0.559579175
ENSDARG00000015876,253.8025351,0.225771425,0.207890046,0.559579175
ENSDARG00000038938,2214.60719,-0.140396925,0.207916446,0.559579175
ENSDARG00000001859,32.80619887,0.283496887,0.207924824,NA
ENSDARG00000091245,3122.980823,-0.136134287,0.207930009,0.559579175
ENSDARG00000091139,8.673673088,-0.270776589,0.207936503,NA
ENSDARG00000078636,45.95466425,-0.280633681,0.208020047,NA
ENSDARG00000000747,250.6734884,-0.194781372,0.2080809,0.559845119
ENSDARG00000058649,266.3351061,0.210302932,0.208088249,0.559845119
ENSDARG00000093792,113.8391322,-0.249284098,0.20811126,0.559845119
ENSDARG00000004219,87.00826438,0.27645135,0.208310679,NA
ENSDARG00000012271,305.2930138,0.185512334,0.208417606,0.560429354
ENSDARG00000052746,2136.59004,0.121479155,0.208425551,0.560429354
ENSDARG00000008019,44.54264994,0.270517063,0.208432192,NA
ENSDARG00000093259,24.7882855,0.285347253,0.20844125,NA
ENSDARG00000057011,869.3324033,0.146432545,0.208453058,0.560429354
ENSDARG00000086300,883.2887396,0.225633642,0.20848099,0.560429354
ENSDARG00000040286,1208.238783,-0.109656081,0.208491223,0.560429354
ENSDARG00000074522,460.9065033,0.150350437,0.208493472,0.560429354
ENSDARG00000011152,434.1022798,-0.168073174,0.20856096,0.56053681
ENSDARG00000070486,298.4942526,-0.244651248,0.20861943,0.560620006
ENSDARG00000086319,89.3116631,-0.228438376,0.208621862,NA
ENSDARG00000073765,552.7035382,-0.148856546,0.208668322,0.560677445
ENSDARG00000084083,36.15224461,0.276788621,0.208671634,NA
ENSDARG00000055740,153.5008005,0.236402809,0.208729964,0.560769121
ENSDARG00000078188,946.0339798,-0.118758401,0.208765667,0.560791095
ENSDARG00000092486,22.44099519,0.282069265,0.2087736,NA
ENSDARG00000070229,699.7358681,-0.146122354,0.208833682,0.560899852
ENSDARG00000040851,437.6081048,-0.145831162,0.208940189,0.561078569
ENSDARG00000031768,601.474886,0.147927784,0.208955297,0.561078569
ENSDARG00000074940,4628.50216,-0.1503804,0.209024826,0.561191308
ENSDARG00000053746,124.0156534,-0.236934122,0.209055382,0.561199395
ENSDARG00000056741,16237.62054,-0.235584819,0.209282169,0.561734184
ENSDARG00000088621,101.065925,-0.268175158,0.209404754,0.561900434
ENSDARG00000062174,1549.132551,0.167057553,0.209408005,0.561900434
ENSDARG00000092286,66.74427843,0.264678121,0.209462362,NA
ENSDARG00000018257,544.3036213,0.193895977,0.20952241,0.561900434
ENSDARG00000086596,107.1338953,0.219489679,0.209538175,0.561900434
ENSDARG00000071279,296.6283014,0.179038268,0.209544745,0.561900434
ENSDARG00000041895,4416.849768,-0.189673042,0.20957879,0.561900434
ENSDARG00000060457,7968.171495,0.12790819,0.209590711,0.561900434
ENSDARG00000054363,417.584619,0.154848466,0.209653338,0.561900434
ENSDARG00000058082,639.1427635,0.1435667,0.209661387,0.561900434
ENSDARG00000068289,2761.815124,0.101888707,0.209668704,0.561900434
ENSDARG00000062699,448.0368562,0.154404996,0.209671133,0.561900434
ENSDARG00000081926,2602.691118,0.077955729,0.209675043,0.561900434
ENSDARG00000087042,142.5494572,-0.229039685,0.209711765,0.561924937
ENSDARG00000027687,299.7341278,0.145961534,0.209841008,0.562144903
ENSDARG00000024829,5370.415511,0.149680563,0.209849037,0.562144903
ENSDARG00000070722,1625.020206,-0.127654447,0.209905055,0.562152551
ENSDARG00000078989,3323.186424,-0.104506381,0.209907073,0.562152551
ENSDARG00000014692,1217.254138,-0.124933498,0.209947076,0.562185789
ENSDARG00000071445,4335.100025,0.139833163,0.21002946,0.562266312
ENSDARG00000037362,449.0226714,0.187207265,0.210032339,0.562266312
ENSDARG00000074166,5629.115436,-0.10815178,0.210060378,0.562267499
ENSDARG00000075619,239.3713386,-0.190523428,0.210097857,0.56229395
ENSDARG00000042189,121.7006167,0.222438219,0.2101329,0.562313875
ENSDARG00000059047,15.90376855,0.284995289,0.210172217,NA
ENSDARG00000086998,137.4435616,0.278839175,0.210210168,0.562393833
ENSDARG00000076017,310.2656867,-0.222382478,0.210217984,0.562393833
ENSDARG00000087621,10.21309637,0.225013313,0.210310865,NA
ENSDARG00000090368,7.130425193,0.266122502,0.210312263,NA
ENSDARG00000086032,17.55291272,-0.278700919,0.210331172,NA
ENSDARG00000086537,17.55291272,-0.278700919,0.210331172,NA
ENSDARG00000086978,17.55291272,-0.278700919,0.210331172,NA
ENSDARG00000087184,17.55291272,-0.278700919,0.210331172,NA
ENSDARG00000087831,17.55291272,-0.278700919,0.210331172,NA
ENSDARG00000088273,17.55291272,-0.278700919,0.210331172,NA
ENSDARG00000088374,17.55291272,-0.278700919,0.210331172,NA
ENSDARG00000089576,17.55291272,-0.278700919,0.210331172,NA
ENSDARG00000089849,17.55291272,-0.278700919,0.210331172,NA
ENSDARG00000090133,17.55291272,-0.278700919,0.210331172,NA
ENSDARG00000090184,17.55291272,-0.278700919,0.210331172,NA
ENSDARG00000090245,17.55291272,-0.278700919,0.210331172,NA
ENSDARG00000090246,17.55291272,-0.278700919,0.210331172,NA
ENSDARG00000059037,50.19481322,0.283583452,0.210332294,NA
ENSDARG00000004586,53.86795751,0.253721331,0.210353125,NA
ENSDARG00000044923,414.7318431,0.149770715,0.210377834,0.562620649
ENSDARG00000088167,130.9064745,-0.242675077,0.210424652,0.562620649
ENSDARG00000041569,4741.409659,0.270885283,0.210446602,0.562620649
ENSDARG00000025859,3213.20946,-0.149642066,0.210447422,0.562620649
ENSDARG00000086156,1955.081473,0.183507217,0.210471543,0.562620649
ENSDARG00000013379,4102.65799,-0.067812672,0.210482065,0.562620649
ENSDARG00000045606,235.3110213,0.189971229,0.210496059,0.562620649
ENSDARG00000009081,421.1992058,0.133338142,0.210554943,0.562704218
ENSDARG00000053959,346.2837032,-0.131652573,0.210677844,0.562955463
ENSDARG00000090495,830.3109412,0.227230387,0.210716361,0.562955463
ENSDARG00000088048,190.4605188,0.15895145,0.210731844,0.562955463
ENSDARG00000039434,71.23357194,0.225579287,0.210787567,NA
ENSDARG00000058379,111.3756297,0.2720404,0.210823967,0.563014091
ENSDARG00000075517,108.4223307,-0.252953431,0.210830802,0.563014091
ENSDARG00000070480,6804.340885,-0.171770338,0.210836688,0.563014091
ENSDARG00000081240,19.33495443,-0.283067211,0.210875352,NA
ENSDARG00000057100,933.2220805,-0.163521216,0.210935504,0.563179174
ENSDARG00000087903,49.16786364,-0.255108191,0.211024961,NA
ENSDARG00000018397,1637.010086,0.118356945,0.211053137,0.563179174
ENSDARG00000077468,311.4905639,0.187577786,0.21107698,0.563179174
ENSDARG00000060029,908.8674875,0.177670971,0.211092877,0.563179174
ENSDARG00000039616,488.8821705,-0.142914028,0.211100277,0.563179174
ENSDARG00000060578,185.5879624,0.205136687,0.211115275,0.563179174
ENSDARG00000075285,554.7900136,0.108566431,0.211115358,0.563179174
ENSDARG00000012247,176.8721633,-0.163202721,0.211119633,0.563179174
ENSDARG00000077222,55.55637765,-0.272989799,0.211176204,NA
ENSDARG00000020794,249.1103065,0.25342248,0.211211217,0.563255348
ENSDARG00000077096,186.9685673,-0.218793099,0.211231192,0.563255348
ENSDARG00000012789,658.9931115,0.198874208,0.211257743,0.563255348
ENSDARG00000077858,466.0391934,-0.150104314,0.211284451,0.563255348
ENSDARG00000075422,472.3703047,-0.151118794,0.211286411,0.563255348
ENSDARG00000089747,6.979372657,-0.141885616,0.211295854,NA
ENSDARG00000043661,438.6946464,0.181186648,0.211326907,0.563289603
ENSDARG00000089816,169.2223471,-0.179369567,0.211422692,0.563387464
ENSDARG00000007823,1388.614035,0.214349029,0.211443586,0.563387464
ENSDARG00000091835,74.07522184,0.240679434,0.21145934,NA
ENSDARG00000031981,925.3041589,-0.1871234,0.211470599,0.563387464
ENSDARG00000030156,276.3517204,-0.150531629,0.211509446,0.563387464
ENSDARG00000062579,514.1242394,-0.203763908,0.211555258,0.563387464
ENSDARG00000022841,507.6331561,0.159598152,0.211562658,0.563387464
ENSDARG00000024561,2366.55831,-0.245244881,0.211635088,0.563387464
ENSDARG00000087087,69.98181804,0.255093285,0.2116735,NA
ENSDARG00000077467,793.3369866,-0.111483849,0.211674638,0.563387464
ENSDARG00000090853,20.08740769,0.284526734,0.211693334,NA
ENSDARG00000061852,767.9700023,-0.133124599,0.211712623,0.563387464
ENSDARG00000004958,423.9553408,0.146257808,0.211735664,0.563387464
ENSDARG00000015174,1376.949652,0.221117149,0.211750819,0.563387464
ENSDARG00000062349,139.5231302,-0.186027344,0.211761455,0.563387464
ENSDARG00000060622,99.6417174,0.281776908,0.211815065,0.563387464
ENSDARG00000070721,173.1931315,0.243165674,0.211825765,0.563387464
ENSDARG00000088087,9588.281902,0.071258742,0.211831034,0.563387464
ENSDARG00000000474,18.52528664,-0.284335225,0.211847161,NA
ENSDARG00000058220,933.3485974,-0.139665788,0.211863684,0.563387464
ENSDARG00000078877,422.1095011,-0.149694779,0.211884555,0.563387464
ENSDARG00000059274,425.5164753,-0.165720466,0.211897754,0.563387464
ENSDARG00000035133,164.4630534,-0.228275411,0.211910236,0.563387464
ENSDARG00000044655,1110.176607,0.175239213,0.211916639,0.563387464
ENSDARG00000080489,14.58138453,0.281729149,0.211937076,NA
ENSDARG00000080713,14.58138453,0.281729149,0.211937076,NA
ENSDARG00000043918,41.83075792,0.269138576,0.211966778,NA
ENSDARG00000083936,8.577619004,-0.27248291,0.211992791,NA
ENSDARG00000094234,10.54715915,0.189954095,0.212005867,NA
ENSDARG00000004325,353.1208698,0.247222218,0.212115926,0.56369213
ENSDARG00000086523,1350.973468,-0.122054477,0.212147475,0.56369213
ENSDARG00000061724,2302.47138,-0.10743397,0.212152813,0.56369213
ENSDARG00000071288,393.5250082,-0.257993875,0.212163246,0.56369213
ENSDARG00000038814,949.5566477,0.179216062,0.212187401,0.56369213
ENSDARG00000077880,211.878103,0.236429034,0.212239619,0.56369213
ENSDARG00000086124,1633.154894,-0.076951001,0.212252184,0.56369213
ENSDARG00000043960,927.4325749,-0.217919113,0.212252565,0.56369213
ENSDARG00000059613,524.3958525,0.162070206,0.212292698,0.563725235
ENSDARG00000090348,79.14330919,-0.247319776,0.212425157,NA
ENSDARG00000013051,118.8352372,-0.223079619,0.21245425,0.563911135
ENSDARG00000027397,1235.072447,-0.117951641,0.212498348,0.563911135
ENSDARG00000078525,202.5727229,0.180604696,0.212510246,0.563911135
ENSDARG00000059120,7399.442644,0.100027315,0.212532699,0.563911135
ENSDARG00000093148,15072.40943,-0.148737136,0.212549735,0.563911135
ENSDARG00000088143,129.0409356,0.21586092,0.21255246,0.563911135
ENSDARG00000043986,305.8305163,-0.205642285,0.212556443,0.563911135
ENSDARG00000079780,7675.85293,-0.07241507,0.212649359,0.563970485
ENSDARG00000094042,112.2204197,0.28085253,0.212690559,0.563970485
ENSDARG00000075580,162.1676377,-0.20089672,0.212714208,0.563970485
ENSDARG00000069745,268.7552879,0.227128017,0.212742423,0.563970485
ENSDARG00000035264,810.3274494,-0.18190731,0.212746037,0.563970485
ENSDARG00000069109,784.235028,-0.201619582,0.212787431,0.563970485
ENSDARG00000026137,517.8253528,0.154243185,0.212838746,0.563970485
ENSDARG00000038826,10843.2593,-0.103698829,0.21286388,0.563970485
ENSDARG00000037964,22.59762411,-0.2838286,0.212868412,NA
ENSDARG00000077229,145.0640877,0.21021801,0.21291045,0.563970485
ENSDARG00000014391,179.6039976,0.188937981,0.212930731,0.563970485
ENSDARG00000052099,3456.341968,0.127802882,0.212945681,0.563970485
ENSDARG00000076184,127.3853551,-0.232734699,0.212947749,0.563970485
ENSDARG00000069853,2261.871019,-0.087310102,0.212968297,0.563970485
ENSDARG00000090152,290.2379998,-0.166224531,0.212990237,0.563970485
ENSDARG00000089357,336.6128476,-0.249962214,0.212994006,0.563970485
ENSDARG00000062021,54.40947335,0.261054783,0.213012595,NA
ENSDARG00000040643,30.21741143,-0.276084908,0.213038323,NA
ENSDARG00000001909,463.2123947,0.165857213,0.213056698,0.564063178
ENSDARG00000011975,127.0118964,0.240151761,0.213103562,0.56411395
ENSDARG00000087085,11.00781392,-0.276039302,0.213190143,NA
ENSDARG00000036415,603.7128848,0.21194951,0.213230389,0.564160006
ENSDARG00000089073,3397.909577,-0.097314272,0.213267599,0.564160006
ENSDARG00000023228,1860.406908,0.200995339,0.213285118,0.564160006
ENSDARG00000020623,1690.648132,-0.101358808,0.213296337,0.564160006
ENSDARG00000058593,4055.705507,-0.180759038,0.213320036,0.564160006
ENSDARG00000091549,12.64341401,0.268876715,0.213324806,NA
ENSDARG00000078618,124.4638524,0.211375612,0.213328066,0.564160006
ENSDARG00000019338,683.3841735,-0.147215189,0.213352747,0.564160006
ENSDARG00000086873,112.5805158,-0.255855871,0.213406392,0.564160006
ENSDARG00000059982,304.5656846,-0.149572465,0.213414458,0.564160006
ENSDARG00000061379,2418.429923,-0.146041215,0.213429276,0.564160006
ENSDARG00000077554,42.5237282,-0.281180895,0.213433243,NA
ENSDARG00000070333,426.2248088,-0.158614654,0.213439479,0.564160006
ENSDARG00000044776,675.981385,-0.183187768,0.213453226,0.564160006
ENSDARG00000093850,28.38451767,-0.270352894,0.213460327,NA
ENSDARG00000015749,841.7053452,-0.144255637,0.21354287,0.564187522
ENSDARG00000034624,1108.519119,-0.143366035,0.213547217,0.564187522
ENSDARG00000086511,107.7010456,0.24080532,0.213583253,0.564187522
ENSDARG00000020497,3084.815691,0.116288028,0.21363022,0.564187522
ENSDARG00000031649,176.6283411,0.233038457,0.21363705,0.564187522
ENSDARG00000024277,225.2933498,-0.18452799,0.213650292,0.564187522
ENSDARG00000075369,1975.963082,-0.080095097,0.213657468,0.564187522
ENSDARG00000078658,445.2957966,-0.125288975,0.21370535,0.564240832
ENSDARG00000056330,61.47093706,-0.273643421,0.213738132,NA
ENSDARG00000094614,250.468496,-0.229766439,0.213738331,0.564254792
ENSDARG00000004727,484.8827582,-0.248593866,0.21377333,0.564274076
ENSDARG00000088839,709.7432292,-0.148390239,0.21387301,0.564464065
ENSDARG00000076559,2252.753281,0.172297076,0.21390399,0.564472712
ENSDARG00000015123,2063.433566,-0.089047627,0.213951199,0.564524175
ENSDARG00000093246,89.95940709,-0.262224487,0.213982241,NA
ENSDARG00000053691,1486.890356,0.103858212,0.214006721,0.564597558
ENSDARG00000044353,14.77484461,-0.279676221,0.214071696,NA
ENSDARG00000095538,711.3109302,-0.134671524,0.214077418,0.564710951
ENSDARG00000053692,11.33686037,0.248382625,0.214168755,NA
ENSDARG00000075571,951.392387,-0.164171969,0.21420045,0.564962353
ENSDARG00000078527,198.4275586,0.23899171,0.214231293,0.564970567
ENSDARG00000086027,99.75564351,0.260077227,0.214263706,0.564982919
ENSDARG00000075769,623.3228516,-0.120034908,0.214295523,0.564993697
ENSDARG00000088408,11.10038676,0.237051442,0.214465639,NA
ENSDARG00000002981,182.5660604,-0.268473326,0.214521212,0.565515552
ENSDARG00000020901,76.88712011,0.250032143,0.214525141,NA
ENSDARG00000014244,4405.308097,-0.161498555,0.214558665,0.565541114
ENSDARG00000035427,514.2606181,-0.190185137,0.214651137,0.56571167
ENSDARG00000026663,16.23290883,0.274502375,0.214656516,NA
ENSDARG00000086726,1306.29716,0.146730783,0.214732815,0.565853739
ENSDARG00000077817,63.57172982,0.253906793,0.214824054,NA
ENSDARG00000086083,171.4501234,-0.25584231,0.214877688,0.566162279
ENSDARG00000068274,258.4798838,0.173602789,0.214970896,0.566334626
ENSDARG00000094920,26.51669578,-0.277420591,0.215020566,NA
ENSDARG00000096186,151.4194271,-0.260797351,0.215025579,0.56635449
ENSDARG00000089799,48.15114857,-0.269592477,0.21503364,NA
ENSDARG00000086513,297.5548672,-0.194177993,0.215034029,0.56635449
ENSDARG00000015966,1016.183148,-0.116642155,0.215111535,0.566483712
ENSDARG00000062030,289.2822694,-0.168304985,0.215138698,0.566483712
ENSDARG00000094881,73.72047304,0.257533404,0.215212713,NA
ENSDARG00000092023,17.41435065,-0.271113423,0.215230846,NA
ENSDARG00000044457,95.53626685,-0.246410003,0.215251189,0.56666637
